linenumber,timecode_in,timecode_out,text,season,episode,episode_name
400,00:20:22.630,00:20:25.480,"also, have you lost weight?",S01,E14,Bottomless Pit
401,00:20:28.080,00:20:30.110,"finally, someone noticed.",S01,E14,Bottomless Pit
402,00:20:30.210,00:20:31.230,"wow, an author!",S01,E14,Bottomless Pit
403,00:20:31.340,00:20:32.810,can you teach me how to read?,S01,E14,Bottomless Pit
404,00:20:32.900,00:20:34.140,what? author?,S01,E14,Bottomless Pit
405,00:20:34.620,00:20:36.570,writer-- masters of fiction!,S01,E14,Bottomless Pit
406,00:20:36.710,00:20:37.870,"good night, officers!",S01,E14,Bottomless Pit
407,00:20:39.190,00:20:40.330,"hey, you all right?",S01,E14,Bottomless Pit
408,00:20:40.700,00:20:42.190,i can't believe i lied!,S01,E14,Bottomless Pit
409,00:20:42.300,00:20:44.490,"mabel, it was for the greater good.",S01,E14,Bottomless Pit
410,00:20:44.670,00:20:46.650,yeah. the greater good.,S01,E14,Bottomless Pit
411,00:20:47.170,00:20:48.380,"hello, police station?",S01,E14,Bottomless Pit
412,00:20:48.490,00:20:50.870,"yeah, i forgot to tell 'em about my tax fraud.",S01,E14,Bottomless Pit
413,00:20:51.420,00:20:53.390,"no, tax fraud.",S01,E14,Bottomless Pit
414,00:20:54.320,00:20:55.010,get 'em out!,S01,E14,Bottomless Pit
415,00:20:55.140,00:20:56.510,what's gotten into you kids?,S01,E14,Bottomless Pit
416,00:20:57.400,00:20:59.880,we have to find a place to get rid of these!,S01,E14,Bottomless Pit
417,00:21:04.090,00:21:07.420,and i never saw that box full of magical teeth again.,S01,E14,Bottomless Pit
418,00:21:08.080,00:21:09.110,"oh, wait, there it is.",S01,E14,Bottomless Pit
419,00:21:11.960,00:21:13.010,"oh, sweet, my shoes.",S01,E14,Bottomless Pit
420,00:21:13.830,00:21:15.230,i liked the part with the bear.,S01,E14,Bottomless Pit
421,00:21:15.350,00:21:16.970,the rest seemed pretty farfetched.,S01,E14,Bottomless Pit
422,00:21:17.080,00:21:18.250,"mabel, we already know that story.",S01,E14,Bottomless Pit
423,00:21:18.360,00:21:19.330,we just lived through it.,S01,E14,Bottomless Pit
424,00:21:19.440,00:21:21.440,"so, if we're living through that story right now,",S01,E14,Bottomless Pit
425,00:21:21.610,00:21:22.430,how does it end?,S01,E14,Bottomless Pit
426,00:21:22.540,00:21:24.210,"guys, do you see that?",S01,E14,Bottomless Pit
427,00:21:27.410,00:21:28.950,"- oh, what is that? - oh, no!",S01,E14,Bottomless Pit
428,00:21:29.050,00:21:30.790,"- where are we going? - oh, my god!",S01,E14,Bottomless Pit
429,00:21:39.110,00:21:40.630,where... where are we?,S01,E14,Bottomless Pit
430,00:21:41.270,00:21:42.980,look! the shack!,S01,E14,Bottomless Pit
431,00:21:43.080,00:21:44.270,which means...,S01,E14,Bottomless Pit
432,00:21:44.770,00:21:47.310,we came right back out the top,S01,E14,Bottomless Pit
433,00:21:48.100,00:21:49.940,and i don't think any time has passed.,S01,E14,Bottomless Pit
434,00:21:50.180,00:21:52.040,it must be some kind of wormhole,S01,E14,Bottomless Pit
435,00:21:52.130,00:21:54.470,"yeah, dude, that sounds science enough to be true.",S01,E14,Bottomless Pit
436,00:21:54.570,00:21:56.150,"but, but that's impossible.",S01,E14,Bottomless Pit
437,00:21:56.270,00:21:57.700,no one will believe us.,S01,E14,Bottomless Pit
438,00:21:57.840,00:22:00.710,maybe this is one story we should keep to ourselves.,S01,E14,Bottomless Pit
439,00:22:00.980,00:22:02.280,agree.,S01,E14,Bottomless Pit
440,00:22:06.680,00:22:07.780,he'll be fine.,S01,E14,Bottomless Pit
441,00:22:35.280,00:22:36.580,this is stupid.,S01,E14,Bottomless Pit
1,00:01:37.750,00:01:39.870,gravity falls  s01e15  the deep end,S01,E15,The Deep End
2,00:00:06.010,00:00:07.000,"watch out, gravity falls,",S01,E15,The Deep End
3,00:00:07.110,00:00:08.580,because at 110 degrees,S01,E15,The Deep End
4,00:00:08.680,00:00:11.340,we're looking at the hottest day of the summer!,S01,E15,The Deep End
5,00:00:19.800,00:00:24.010,"all in favor of doing nothing all day, say...",S01,E15,The Deep End
6,00:00:26.980,00:00:29.020,i'm gonna throw this pig out of the house!,S01,E15,The Deep End
7,00:00:30.750,00:00:32.680,"you called my bluff, pig.",S01,E15,The Deep End
8,00:00:32.720,00:00:35.520,"on the bright side, pun very much intended,",S01,E15,The Deep End
9,00:00:35.550,00:00:38.560,it's opening week at the gravity falls pool.,S01,E15,The Deep End
10,00:00:38.590,00:00:39.720,gravity falls pool?,S01,E15,The Deep End
11,00:00:39.760,00:00:41.460,- today?  - pun intended?,S01,E15,The Deep End
12,00:00:41.490,00:00:42.690,quick! to the car!,S01,E15,The Deep End
13,00:00:45.210,00:00:46.730,"hey, kids, a little help here.",S01,E15,The Deep End
14,00:00:51.740,00:00:53.800,"all right, off to the pool.",S01,E15,The Deep End
15,00:00:53.840,00:00:57.370,and remember to be on alert for random wildfires.,S01,E15,The Deep End
16,00:00:57.410,00:00:59.810,"wait, what?",S01,E15,The Deep End
17,00:01:00.440,00:01:01.550,he'll be fine.,S01,E15,The Deep End
18,00:01:42.520,00:01:44.590,"all right, who wants to do a cannonball?",S01,E15,The Deep End
19,00:01:44.620,00:01:46.560,cannonball!,S01,E15,The Deep End
20,00:01:46.590,00:01:47.720,"ah, the pool.",S01,E15,The Deep End
21,00:01:47.760,00:01:50.730,sparkling oasis of summer enchantment.,S01,E15,The Deep End
22,00:01:50.760,00:01:53.730,"yeah, nothing like sitting in a moist tub with strangers.",S01,E15,The Deep End
23,00:01:53.760,00:01:55.630,"it's like the bus, but wet.",S01,E15,The Deep End
24,00:01:56.260,00:01:58.740,why would a sun need to wear sunglasses?,S01,E15,The Deep End
25,00:01:58.770,00:02:00.400,it's best not to think about it.,S01,E15,The Deep End
26,00:02:00.440,00:02:03.410,"whoa, whoa! stop the presses!",S01,E15,The Deep End
27,00:02:03.440,00:02:05.440,who's that?,S01,E15,The Deep End
28,00:02:07.680,00:02:11.350,"oh, yeah. word is, dude never leaves the pool.",S01,E15,The Deep End
29,00:02:11.380,00:02:14.350,"people say he's a ""mysterious loner.""",S01,E15,The Deep End
30,00:02:15.590,00:02:19.390,"is it getting hot out here, or is it just that guy?",S01,E15,The Deep End
31,00:02:19.420,00:02:20.620,"it's the hottest day of the year, mabel.",S01,E15,The Deep End
32,00:02:20.660,00:02:22.630,"besides, can't you go for one week",S01,E15,The Deep End
33,00:02:22.660,00:02:25.560,without having a new crush on some random guy?,S01,E15,The Deep End
34,00:02:25.600,00:02:26.660,uh-uh.,S01,E15,The Deep End
35,00:02:26.700,00:02:29.330,look at his little moustache hairs!,S01,E15,The Deep End
36,00:02:29.370,00:02:32.740,you are clearly enamored. go to him.,S01,E15,The Deep End
37,00:02:35.540,00:02:37.410,"- hey, come on!  - watch it, kid!",S01,E15,The Deep End
38,00:02:38.440,00:02:39.410,"oops, sorry!",S01,E15,The Deep End
39,00:02:39.440,00:02:40.710,it's so beautiful!,S01,E15,The Deep End
40,00:02:40.750,00:02:42.710,"eh, mabel's all talk. you wanna know a secret?",S01,E15,The Deep End
41,00:02:42.750,00:02:44.610,she's never even kissed a guy before.,S01,E15,The Deep End
42,00:02:44.650,00:02:46.520,she always messes it up somehow.,S01,E15,The Deep End
43,00:02:46.550,00:02:47.750,"oy, women!",S01,E15,The Deep End
44,00:02:49.490,00:02:50.520,"hey, mr. pines.",S01,E15,The Deep End
45,00:02:50.550,00:02:52.560,wendy? where's the lifeguard?,S01,E15,The Deep End
46,00:02:52.590,00:02:53.620,i am the lifeguard.,S01,E15,The Deep End
47,00:02:53.660,00:02:56.360,"i make the rules, sucka! boosh!",S01,E15,The Deep End
48,00:02:56.390,00:02:59.400,aah! she's attacking me with water!,S01,E15,The Deep End
49,00:03:00.630,00:03:02.430,wow. you work here?,S01,E15,The Deep End
50,00:03:02.470,00:03:04.600,i found out lifeguards get free snack privileges.,S01,E15,The Deep End
51,00:03:04.640,00:03:06.740,"plus, i get the best seat in the house.",S01,E15,The Deep End
52,00:03:06.770,00:03:07.740,"yeah, you do!",S01,E15,The Deep End
53,00:03:10.540,00:03:12.480,i've been laughing for too long.,S01,E15,The Deep End
54,00:03:12.510,00:03:14.540,"dude, are you and wendy having a secret staring contest?",S01,E15,The Deep End
55,00:03:14.580,00:03:15.650,'cause i think you're winning--,S01,E15,The Deep End
56,00:03:15.680,00:03:16.750,soos! shh!,S01,E15,The Deep End
57,00:03:18.520,00:03:21.480,"so, hey, you wanna go chuck more water balloons at grunkle stan?",S01,E15,The Deep End
58,00:03:21.520,00:03:24.320,"i'd love to, but i gotta spend the day doing tryouts.",S01,E15,The Deep End
59,00:03:24.360,00:03:27.320,we're looking for a new assistant lifeguard.,S01,E15,The Deep End
60,00:03:27.360,00:03:28.330,hey!,S01,E15,The Deep End
61,00:03:28.360,00:03:29.390,hey...,S01,E15,The Deep End
62,00:03:29.430,00:03:30.590,what if i was assistant lifeguard?,S01,E15,The Deep End
63,00:03:30.630,00:03:34.660,"that would be so much fun! you're totally in, dude!",S01,E15,The Deep End
64,00:03:34.700,00:03:37.500,"you just have to check in with my boss first, mr. poolcheck.",S01,E15,The Deep End
65,00:03:37.540,00:03:38.700,your boss?,S01,E15,The Deep End
66,00:03:48.680,00:03:51.410,i'm gonna get you!,S01,E15,The Deep End
67,00:03:55.590,00:03:58.560,"wow! oh, my gosh, how crazy, bumping into you here,",S01,E15,The Deep End
68,00:03:58.590,00:04:00.520,even though we don't know each other.,S01,E15,The Deep End
69,00:04:00.560,00:04:03.690,how long have you been underwater?,S01,E15,The Deep End
70,00:04:03.730,00:04:06.500,that doesn't matter!,S01,E15,The Deep End
71,00:04:06.530,00:04:08.670,"so, hey! my name's mabel.",S01,E15,The Deep End
72,00:04:08.700,00:04:09.670,hola.,S01,E15,The Deep End
73,00:04:09.700,00:04:12.340,whoa! are you australian?,S01,E15,The Deep End
74,00:04:13.440,00:04:14.700,i am charmed by your sense of humor...,S01,E15,The Deep End
75,00:04:14.740,00:04:17.510,and your bold lack of water wings.,S01,E15,The Deep End
76,00:04:17.540,00:04:19.510,you're so funny!,S01,E15,The Deep End
77,00:04:19.540,00:04:22.350,and your hair is beautiful.,S01,E15,The Deep End
78,00:04:22.380,00:04:24.450,"no, no, it has silly tangles.",S01,E15,The Deep End
79,00:04:24.480,00:04:26.450,mind if i...,S01,E15,The Deep End
80,00:04:26.480,00:04:29.290,"why, mabel, you are so forward.",S01,E15,The Deep End
81,00:04:30.550,00:04:31.690,this is it! he likes you!,S01,E15,The Deep End
82,00:04:31.720,00:04:33.590,"go for it, mabel! it's time!",S01,E15,The Deep End
83,00:04:33.620,00:04:35.360,ask him out on a date!,S01,E15,The Deep End
84,00:04:35.390,00:04:38.430,"so, hey, you wanna go dry off? maybe hit the snack bar or--",S01,E15,The Deep End
85,00:04:38.460,00:04:40.560,i--i'm afraid i cannot.,S01,E15,The Deep End
86,00:04:40.600,00:04:42.770,for i have a terrible secret!,S01,E15,The Deep End
87,00:04:44.740,00:04:45.700,i must go.,S01,E15,The Deep End
88,00:04:48.570,00:04:49.710,i'm upset.,S01,E15,The Deep End
89,00:04:49.740,00:04:51.780,"yet, intrigued.",S01,E15,The Deep End
90,00:04:51.810,00:04:55.580,and that is why i think i'd make a good lifeguard assistant.,S01,E15,The Deep End
91,00:04:59.550,00:05:03.550,spf 100? good. i like you.,S01,E15,The Deep End
92,00:05:03.590,00:05:06.660,but this isn't an easy job. it's anarchy out there.,S01,E15,The Deep End
93,00:05:09.430,00:05:10.730,i think i can handle it.,S01,E15,The Deep End
94,00:05:10.760,00:05:12.400,can you handle this?!,S01,E15,The Deep End
95,00:05:13.430,00:05:16.270,i lost my hand to a pool filter!,S01,E15,The Deep End
96,00:05:16.300,00:05:17.700,"the pool may seem friendly,",S01,E15,The Deep End
97,00:05:17.740,00:05:19.700,but she can turn on you in an instant!,S01,E15,The Deep End
98,00:05:19.740,00:05:21.740,which is why you must respect her rules!,S01,E15,The Deep End
99,00:05:21.770,00:05:25.540,"do you think you have what it takes, boy? do you?!",S01,E15,The Deep End
100,00:05:26.740,00:05:28.710,sure. i guess.,S01,E15,The Deep End
101,00:05:32.320,00:05:34.420,"welcome to the deep end, son.",S01,E15,The Deep End
102,00:05:34.450,00:05:35.420,"well, thanks. i--",S01,E15,The Deep End
103,00:05:36.550,00:05:38.720,"yep, oh, this is happening.",S01,E15,The Deep End
104,00:05:40.320,00:05:41.660,"there she is, soos.",S01,E15,The Deep End
105,00:05:41.690,00:05:44.560,"equidistant from the snack bar and the bathroom,",S01,E15,The Deep End
106,00:05:44.600,00:05:47.330,just the right amount of sun and shade.,S01,E15,The Deep End
107,00:05:47.400,00:05:50.470,and pointed away from where old man mcgucket lotions himself.,S01,E15,The Deep End
108,00:05:53.670,00:05:56.570,the perfect lawn chair.,S01,E15,The Deep End
109,00:05:56.610,00:05:59.610,the legends that you told me in the car were true.,S01,E15,The Deep End
110,00:05:59.640,00:06:01.610,i just can't believe it wasn't already taken!,S01,E15,The Deep End
111,00:06:01.650,00:06:05.350,"and now to sit on it, thereby claiming it as my own.",S01,E15,The Deep End
112,00:06:06.420,00:06:07.550,what?!,S01,E15,The Deep End
113,00:06:07.590,00:06:09.390,"why, hello, stanford.",S01,E15,The Deep End
114,00:06:09.420,00:06:13.290,"gideon! get out of my chair, kid!",S01,E15,The Deep End
115,00:06:13.320,00:06:16.730,"oh, my, was this your chair? i had no idea.",S01,E15,The Deep End
116,00:06:16.760,00:06:19.560,"yes, i did, stan. i knew.",S01,E15,The Deep End
117,00:06:21.670,00:06:23.300,"move it, you little troll!",S01,E15,The Deep End
118,00:06:23.330,00:06:24.700,"first come, first serve!",S01,E15,The Deep End
119,00:06:27.740,00:06:29.670,i'll first serve you!,S01,E15,The Deep End
120,00:06:33.310,00:06:34.310,"come on, wendy!",S01,E15,The Deep End
121,00:06:34.350,00:06:36.380,you can't do this to an old man!,S01,E15,The Deep End
122,00:06:36.410,00:06:37.550,"sorry, stan. it's not up to me.",S01,E15,The Deep End
123,00:06:37.580,00:06:39.350,"actually, it is.",S01,E15,The Deep End
124,00:06:39.350,00:06:40.350,"hey, wendy. i got this job!",S01,E15,The Deep End
125,00:06:40.750,00:06:43.350,sweet! wanna go abuse our power?,S01,E15,The Deep End
126,00:06:43.390,00:06:44.520,but what if poolcheck catches us?,S01,E15,The Deep End
127,00:06:44.560,00:06:46.520,he seems emotionally unstable.,S01,E15,The Deep End
128,00:06:52.400,00:06:53.530,"nah, don't worry, man.",S01,E15,The Deep End
129,00:06:53.560,00:06:55.370,you just gotta be sneaky about your rule-breaking.,S01,E15,The Deep End
130,00:06:55.400,00:06:56.770,race you to the no running sign!,S01,E15,The Deep End
131,00:07:06.480,00:07:07.440,how long you in for?,S01,E15,The Deep End
132,00:07:07.480,00:07:08.550,"two hours, for roughhousing.",S01,E15,The Deep End
133,00:07:08.580,00:07:09.610,but i'm innocent!,S01,E15,The Deep End
134,00:07:09.650,00:07:11.380,pool jail ain't so bad...,S01,E15,The Deep End
135,00:07:11.420,00:07:14.250,as long as you don't wind up in solitary.,S01,E15,The Deep End
136,00:07:15.350,00:07:17.320,it's the nights that are the hardest.,S01,E15,The Deep End
137,00:07:26.600,00:07:27.660,"hey, there!",S01,E15,The Deep End
138,00:07:27.700,00:07:29.330,i brought you a sandwich.,S01,E15,The Deep End
139,00:07:29.370,00:07:31.570,"it's sort of wet, but it's still good. blop.",S01,E15,The Deep End
140,00:07:31.600,00:07:35.340,"i like sharing things-- sandwiches, secrets...",S01,E15,The Deep End
141,00:07:35.370,00:07:36.740,"share your secret, beautiful stranger.",S01,E15,The Deep End
142,00:07:36.770,00:07:39.680,that wet sandwich does look delicious.,S01,E15,The Deep End
143,00:07:39.710,00:07:41.510,"oh, very well.",S01,E15,The Deep End
144,00:07:41.550,00:07:46.280,but you must never tell another living soul my terrible secret.,S01,E15,The Deep End
145,00:07:46.320,00:07:49.290,you have to stay away from me because i am...,S01,E15,The Deep End
146,00:07:49.320,00:07:51.290,a merman.,S01,E15,The Deep End
147,00:07:53.720,00:07:55.920,"oh, thank goodness.",S01,E15,The Deep End
148,00:07:55.950,00:07:58.810,i thought you were gonna say you had a girlfriend.,S01,E15,The Deep End
149,00:07:59.500,00:08:00.800,a merman! ha!,S01,E15,The Deep End
150,00:08:00.840,00:08:04.370,i should have known from your strange foreign fish language.,S01,E15,The Deep End
151,00:08:04.410,00:08:05.540,it is spanish.,S01,E15,The Deep End
152,00:08:05.570,00:08:08.440,your voice is so deep and masculine. how old are you?,S01,E15,The Deep End
153,00:08:08.480,00:08:10.610,i am 12 years old.,S01,E15,The Deep End
154,00:08:10.650,00:08:13.310,"merman's voices change when we are, like, three.",S01,E15,The Deep End
155,00:08:13.350,00:08:14.650,so what's your name?,S01,E15,The Deep End
156,00:08:14.680,00:08:16.450,there are some who call me...,S01,E15,The Deep End
157,00:08:17.650,00:08:18.720,mermando.,S01,E15,The Deep End
158,00:08:18.750,00:08:20.550,this is because mermando is my name.,S01,E15,The Deep End
159,00:08:20.590,00:08:22.390,"but i don't understand, mermando.",S01,E15,The Deep End
160,00:08:22.420,00:08:24.760,what's a guy like you doing in a public pool?,S01,E15,The Deep End
161,00:08:24.790,00:08:26.630,"it is a tragic story, mabel.",S01,E15,The Deep End
162,00:08:26.660,00:08:29.400,"i was swimming with my friends, the mighty dolphins,",S01,E15,The Deep End
163,00:08:29.430,00:08:33.300,"in the gulf of mexico, when i was ensnared!",S01,E15,The Deep End
164,00:08:33.340,00:08:34.740,"earl, did we just catch ourselves",S01,E15,The Deep End
165,00:08:34.770,00:08:37.610,some kind of beautiful man-fish?,S01,E15,The Deep End
166,00:08:37.640,00:08:39.740,let's feast on his flesh!,S01,E15,The Deep End
167,00:08:39.780,00:08:41.740,the cargo was headed for gravity falls.,S01,E15,The Deep End
168,00:08:43.730,00:08:46.610,"using all my strength, i tried to escape back home,",S01,E15,The Deep End
169,00:08:46.650,00:08:48.320,but it was not to be.,S01,E15,The Deep End
170,00:08:53.080,00:08:54.590,"i would have died of dehydration,",S01,E15,The Deep End
171,00:08:54.620,00:08:57.490,were it not for the kindness of the forest animals.,S01,E15,The Deep End
172,00:09:00.800,00:09:02.600,continue licking! oh!,S01,E15,The Deep End
173,00:09:07.570,00:09:09.370,"but now that you know what i am,",S01,E15,The Deep End
174,00:09:09.400,00:09:11.470,you must be seriously weirded out.,S01,E15,The Deep End
175,00:09:11.510,00:09:14.480,what?! i don't care that you're a merman!,S01,E15,The Deep End
176,00:09:14.510,00:09:17.310,"you're, like, the coolest guy i've ever met.",S01,E15,The Deep End
177,00:09:17.350,00:09:19.710,and you can play at least one chord on the guitar.,S01,E15,The Deep End
178,00:09:19.750,00:09:22.720,"oh, mabel. i have never met another human like you.",S01,E15,The Deep End
179,00:09:22.750,00:09:25.620,would you care to join me in a game of the marco polo?,S01,E15,The Deep End
180,00:09:25.650,00:09:28.560,"oh, yes, mermando! yes!",S01,E15,The Deep End
181,00:09:28.590,00:09:31.390,you're covering my gills. i cannot breathe.,S01,E15,The Deep End
182,00:09:32.660,00:09:35.360,weird.,S01,E15,The Deep End
183,00:09:37.400,00:09:40.400,ooh! my cheeks are baby soft!,S01,E15,The Deep End
184,00:09:41.680,00:09:43.740,"look at him, that smug chair-stealing jerk!",S01,E15,The Deep End
185,00:09:43.770,00:09:45.000,"but i can't touch him,",S01,E15,The Deep End
186,00:09:45.000,00:09:47.580,or the pool patrol will throw me in pool jail.,S01,E15,The Deep End
187,00:09:52.060,00:09:54.520,yes. yes! burn the child!,S01,E15,The Deep End
188,00:09:56.390,00:09:58.390,aah! my eyes!,S01,E15,The Deep End
189,00:09:58.420,00:09:59.690,deal with it.,S01,E15,The Deep End
190,00:10:03.630,00:10:04.590,soos.,S01,E15,The Deep End
191,00:10:04.630,00:10:06.760,inflatable duck guy? is that you?,S01,E15,The Deep End
192,00:10:06.800,00:10:08.730,"yes, soos. i can talk.",S01,E15,The Deep End
193,00:10:08.760,00:10:11.730,"oh, my gosh, i knew you guys were secretly alive. i knew it!",S01,E15,The Deep End
194,00:10:13.440,00:10:15.470,shh! shh! shh! shh!,S01,E15,The Deep End
195,00:10:15.500,00:10:18.640,"my people have been enslaved, soos. you must free us.",S01,E15,The Deep End
196,00:10:18.670,00:10:21.710,the inflatable pool duck revolution is at hand.,S01,E15,The Deep End
197,00:10:24.450,00:10:26.480,"pools closing! clear out, everyone!",S01,E15,The Deep End
198,00:10:26.520,00:10:28.550,- poolcheck! - hide!,S01,E15,The Deep End
199,00:10:28.580,00:10:30.450,out! do not touch!,S01,E15,The Deep End
200,00:10:30.490,00:10:31.690,assistant lifeguard!,S01,E15,The Deep End
201,00:10:33.590,00:10:36.690,"have a good night, son. lock up the supplies for me.",S01,E15,The Deep End
202,00:10:43.500,00:10:44.600,"the pool, she closes.",S01,E15,The Deep End
203,00:10:44.630,00:10:45.770,can i see you tonight?,S01,E15,The Deep End
204,00:10:45.800,00:10:48.440,sure. where? wanna go for a walk?,S01,E15,The Deep End
205,00:10:48.470,00:10:50.440,merman. i am a merman.,S01,E15,The Deep End
206,00:10:50.470,00:10:52.770,"oh, right. then i'll be back tonight.",S01,E15,The Deep End
207,00:11:07.390,00:11:09.590,"look, here's a scrapbook of human stuff.",S01,E15,The Deep End
208,00:11:09.620,00:11:11.360,"here's me standing with my legs,",S01,E15,The Deep End
209,00:11:11.390,00:11:13.590,and here i am kicking dipper in his legs.,S01,E15,The Deep End
210,00:11:13.630,00:11:15.600,he couldn't move his legs after that.,S01,E15,The Deep End
211,00:11:15.630,00:11:18.570,"can you imagine, not having legs!",S01,E15,The Deep End
212,00:11:18.600,00:11:19.700,let's skip this part.,S01,E15,The Deep End
213,00:11:19.730,00:11:22.400,and here's my whole family kickboxing!,S01,E15,The Deep End
214,00:11:25.640,00:11:27.440,what's wrong?,S01,E15,The Deep End
215,00:11:30.850,00:11:32.810,"i, too, used to have a family once,",S01,E15,The Deep End
216,00:11:32.850,00:11:34.820,back in the ocean.,S01,E15,The Deep End
217,00:11:35.850,00:11:38.350,how i miss them.,S01,E15,The Deep End
218,00:11:39.720,00:11:42.390,"mermando, why don't you just leave the pool?",S01,E15,The Deep End
219,00:11:42.420,00:11:43.560,i tried only once.,S01,E15,The Deep End
220,00:11:43.590,00:11:45.560,but escaping this pool required a plan,S01,E15,The Deep End
221,00:11:45.590,00:11:47.560,that was bold and daring.,S01,E15,The Deep End
222,00:12:02.580,00:12:04.550,and then the wolves came.,S01,E15,The Deep End
223,00:12:04.580,00:12:07.750,"no, i am glad that i am here, because i met you.",S01,E15,The Deep End
224,00:12:09.580,00:12:10.620,"this is it, mabel.",S01,E15,The Deep End
225,00:12:10.650,00:12:11.720,"first kiss moment, here we come.",S01,E15,The Deep End
226,00:12:11.750,00:12:12.790,just go for it!,S01,E15,The Deep End
227,00:12:15.360,00:12:16.490,what are you doing with your mouth?,S01,E15,The Deep End
228,00:12:16.530,00:12:19.560,me? nothing! this? i was just eating some sour candy.,S01,E15,The Deep End
229,00:12:19.590,00:12:22.400,so my lips were doing that 'cause the candy was so sour.,S01,E15,The Deep End
230,00:12:22.430,00:12:24.670,can i have some candy?,S01,E15,The Deep End
231,00:12:24.700,00:12:26.400,no.,S01,E15,The Deep End
232,00:12:30.640,00:12:32.540,what the--,S01,E15,The Deep End
233,00:12:32.570,00:12:35.440,"- i'm scared!  - me, too!",S01,E15,The Deep End
234,00:12:35.480,00:12:36.540,one hundred points!,S01,E15,The Deep End
235,00:12:36.580,00:12:37.710,"dude, with this job,",S01,E15,The Deep End
236,00:12:37.750,00:12:40.380,you and me are gonna be having fun all summer!,S01,E15,The Deep End
237,00:12:40.420,00:12:41.520,all summer?,S01,E15,The Deep End
238,00:12:42.650,00:12:45.520,"pines, here, now!",S01,E15,The Deep End
239,00:12:45.550,00:12:47.360,you gave me your word that you,S01,E15,The Deep End
240,00:12:47.370,00:12:50.620,would respect the sacred rules of this municipal pool!,S01,E15,The Deep End
241,00:12:50.660,00:12:52.730,"mr. poolcheck, are you crying?",S01,E15,The Deep End
242,00:12:52.760,00:12:54.560,that's not important right now!,S01,E15,The Deep End
243,00:12:54.600,00:12:57.630,"you are on thin ice, boy. you wanna keep this job?",S01,E15,The Deep End
244,00:12:57.670,00:13:00.630,"well, some maniac broke into the supply closet last night",S01,E15,The Deep End
245,00:13:00.670,00:13:02.700,and destroyed our one and only pool skimmer!,S01,E15,The Deep End
246,00:13:02.740,00:13:04.640,i want you on a stake out.,S01,E15,The Deep End
247,00:13:04.670,00:13:08.610,"if one more supply gets taken, you're fired!",S01,E15,The Deep End
248,00:13:08.680,00:13:10.480,i won't let you down!,S01,E15,The Deep End
249,00:13:10.510,00:13:13.380,"mermando, get ready! i'm gonna bring the heat!",S01,E15,The Deep End
250,00:13:15.750,00:13:17.650,"mermando, are you okay?",S01,E15,The Deep End
251,00:13:17.690,00:13:22.490,"oh, it's your family, isn't it? are you thinking about them?",S01,E15,The Deep End
252,00:13:23.760,00:13:25.730,"mermando, enough is enough!",S01,E15,The Deep End
253,00:13:25.760,00:13:29.530,i care about you too much to see you like this.,S01,E15,The Deep End
254,00:13:29.560,00:13:32.600,we're gonna bust you out of here and get you back to your family.,S01,E15,The Deep End
255,00:13:32.630,00:13:35.600,"but, mabel, escape is impossible!",S01,E15,The Deep End
256,00:13:35.640,00:13:38.610,we're breaking you out of here tonight!,S01,E15,The Deep End
257,00:13:39.250,00:13:41.890,whoops! sorry about that. water.,S01,E15,The Deep End
258,00:13:46.260,00:13:47.320,"all right, dipper, here's the plan.",S01,E15,The Deep End
259,00:13:47.360,00:13:49.320,"catch the trespasser, protect the supplies,",S01,E15,The Deep End
260,00:13:49.360,00:13:52.200,"keep job at pool, and eventually marry wendy.",S01,E15,The Deep End
261,00:13:52.360,00:13:53.320,freeze!,S01,E15,The Deep End
262,00:13:53.360,00:13:55.330,grunkle stan?,S01,E15,The Deep End
263,00:13:55.360,00:13:57.060,"i, uh, i'm sleepwalking.",S01,E15,The Deep End
264,00:13:57.090,00:13:58.330,"also, now i'm sleep-talking.",S01,E15,The Deep End
265,00:13:58.360,00:14:00.030,"nice hat, by the way.",S01,E15,The Deep End
266,00:14:00.060,00:14:02.870,you! you're the one destroying pool supplies!,S01,E15,The Deep End
267,00:14:02.900,00:14:05.100,what? no! my crime is a lot better than that.,S01,E15,The Deep End
268,00:14:05.140,00:14:06.740,"i'm gonna get that seat,",S01,E15,The Deep End
269,00:14:06.770,00:14:08.740,and be ready in the morning when gideon comes.,S01,E15,The Deep End
270,00:14:08.770,00:14:11.740,then maybe i'll destroy some pool supplies. night's still young.,S01,E15,The Deep End
271,00:14:13.110,00:14:15.880,"sheesh, all right, i'm going!",S01,E15,The Deep End
272,00:14:15.910,00:14:17.180,hey!,S01,E15,The Deep End
273,00:14:19.180,00:14:21.120,mabel!,S01,E15,The Deep End
274,00:14:23.860,00:14:26.060,are you ready to see your family?,S01,E15,The Deep End
275,00:14:26.090,00:14:29.730,"yes, but how can i, a merman, possibly escape?",S01,E15,The Deep End
276,00:14:29.730,00:14:33.100,"okay, my original plan was to tape together a bunch fish sticks",S01,E15,The Deep End
277,00:14:33.130,00:14:35.900,to make you a prosthetic pair of people legs.,S01,E15,The Deep End
278,00:14:35.940,00:14:36.670,intriguing.,S01,E15,The Deep End
279,00:14:36.800,00:14:37.530,but then i realized that,S01,E15,The Deep End
280,00:14:37.630,00:14:39.770,i could just transport you in this cooler.,S01,E15,The Deep End
281,00:14:48.080,00:14:50.920,hey! who's there!,S01,E15,The Deep End
